Step,Actual_Displacement,Predicted_Displacement,Residual
4622,8.941,18.590111035020573,-9.649111035020573
4623,9.077,18.592111748090403,-9.515111748090403
4624,8.98,18.59411245760378,-9.614112457603781
4625,9.202,18.596113163578448,-9.394113163578448
4626,8.785,18.598113866032048,-9.813113866032047
4627,9.115,18.60011456498215,-9.48511456498215
4628,9.164,18.602115260446222,-9.438115260446223
4629,9.121,18.604115952441653,-9.483115952441652
4630,9.064,18.606116640985743,-9.542116640985743
4631,9.143,18.608117326095705,-9.465117326095704
4632,8.872,18.610118007788667,-9.738118007788668
4633,8.848,18.61211868608167,-9.764118686081668
4634,9.06,18.614119360991673,-9.554119360991672
4635,9.1,18.616120032535548,-9.516120032535548
4636,9.135,18.618120700730085,-9.483120700730085
4637,9.02,18.620121365591984,-9.600121365591985
4638,9.049,18.622122027137873,-9.573122027137874
4639,8.949,18.62412268538429,-9.67512268538429
4640,9.364,18.62612334034769,-9.262123340347689
4641,8.746,18.628123992044443,-9.882123992044443
4642,9.232,18.630124640490845,-9.398124640490845
4643,9.305,18.632125285703108,-9.327125285703108
4644,8.95,18.63412592769736,-9.684125927697362
4645,9.138,18.636126566489654,-9.498126566489654
4646,9.114,18.63812720209596,-9.524127202095958
4647,9.202,18.640127834532162,-9.438127834532162
4648,9.439,18.64212846381408,-9.203128463814078
4649,9.115,18.64412908995744,-9.529129089957438
4650,9.175,18.646129712977896,-9.471129712977895
4651,9.319,18.648130332891025,-9.329130332891024
4652,9.083,18.650130949712324,-9.567130949712324
4653,9.193,18.652131563457218,-9.459131563457218
4654,8.947,18.65413217414104,-9.70713217414104
4655,9.209,18.656132781779068,-9.447132781779068
4656,9.066,18.65813338638649,-9.592133386386488
4657,9.035,18.660133987978416,-9.625133987978415
4658,9.168,18.66213458656989,-9.494134586569892
4659,9.127,18.664135182175876,-9.537135182175875
4660,9.042,18.666135774811263,-9.624135774811263
4661,9.306,18.668136364490874,-9.362136364490874
4662,9.205,18.67013695122944,-9.465136951229441
4663,9.293,18.67213753504164,-9.37913753504164
4664,9.102,18.67413811594206,-9.57213811594206
4665,9.278,18.67613869394523,-9.39813869394523
4666,9.14,18.678139269065596,-9.538139269065596
4667,9.305,18.680139841317537,-9.375139841317537
4668,9.387,18.682140410715363,-9.295140410715362
4669,8.997,18.6841409772733,-9.687140977273302
4670,9.104,18.686141541005522,-9.582141541005523
4671,9.045,18.688142101926115,-9.643142101926115
4672,9.136,18.690142660049105,-9.554142660049106
4673,9.23,18.692143215388448,-9.462143215388448
4674,9.296,18.69414376795802,-9.398143767958022
4675,9.088,18.696144317771648,-9.608144317771648
4676,9.12,18.698144864843062,-9.578144864843063
4677,8.986,18.70042671956585,-9.71442671956585
4678,9.401,18.7024294646705,-9.301429464670502
4679,9.142,18.704432299605497,-9.562432299605497
4680,9.066,18.706435228900286,-9.640435228900285
4681,9.384,18.708438257349446,-9.324438257349446
4682,9.338,18.71044139003136,-9.37244139003136
4683,9.138,18.71244463232848,-9.57444463232848
4684,9.483,18.71444798994927,-9.23144798994927
4685,9.16,18.716451468951963,-9.556451468951963
4686,9.186,18.71845507577037,-9.532455075770368
4687,9.139,18.72045881724191,-9.58145881724191
4688,9.302,18.722462700638065,-9.420462700638065
4689,9.244,18.724466733697536,-9.480466733697536
4690,9.393,18.726470924662298,-9.333470924662297
4691,9.182,18.72847528231694,-9.546475282316939
4692,9.166,18.73104243679136,-9.565042436791359
4693,9.206,18.73305156352175,-9.527051563521752
4694,9.351,18.735061072063978,-9.384061072063977
4695,9.429,18.737070982875476,-9.308070982875476
4696,9.306,18.73908131774489,-9.433081317744891
4697,9.224,18.741092099896676,-9.517092099896676
4698,9.524,18.743103354105315,-9.219103354105316
4699,9.271,18.74511510682017,-9.474115106820168
4700,9.159,18.74712738630208,-9.588127386302078
4701,9.321,18.749140222772947,-9.428140222772948
4702,9.083,18.751153648579788,-9.668153648579787
4703,9.417,18.753167698374746,-9.336167698374746
4704,9.464,18.755182409312884,-9.291182409312883
4705,9.241,18.757197821269774,-9.516197821269774
4706,9.439,18.759213977081107,-9.320213977081107
4707,9.244,18.76123092280683,-9.517230922806831
4708,9.248,18.76324870802274,-9.51524870802274
4709,9.483,18.76526738614269,-9.282267386142689
4710,9.029,18.767287014775135,-9.738287014775135
4711,9.384,18.76930765611812,-9.385307656118119
4712,9.324,18.771329377397418,-9.447329377397418
4713,9.332,18.773352251353195,-9.441352251353194
4714,9.303,18.775376356781283,-9.472376356781282
4715,9.378,18.777401779135992,-9.399401779135992
4716,9.306,18.779428611202402,-9.473428611202403
4717,9.453,18.782957275873375,-9.329957275873376
4718,9.392,18.78499899076039,-9.39299899076039
4719,9.431,18.78704293916672,-9.356042939166722
4720,9.601,18.789089275745194,-9.188089275745194
4721,9.362,18.791138168665977,-9.429138168665977
4722,9.309,18.793189801050573,-9.484189801050574
4723,9.171,18.795244372583685,-9.624244372583686
4724,9.339,18.797302101328096,-9.458302101328096
4725,9.376,18.799363225771682,-9.423363225771682
4726,9.214,18.801428007140377,-9.587428007140376
4727,9.619,18.803496732016352,-9.184496732016353
4728,9.295,18.80553861189027,-9.51053861189027
4729,9.426,18.80758270891409,-9.38158270891409
4730,9.393,18.809629173239326,-9.416629173239325
4731,9.379,18.811678167733998,-9.432678167733998
4732,9.512,18.813729869281197,-9.301729869281196
4733,9.464,18.81578447023206,-9.35178447023206
4734,9.48,18.817842180034006,-9.337842180034006
4735,9.527,18.819903227058237,-9.292903227058238
4736,9.747,18.82196786065422,-9.074967860654219
4737,9.472,18.82403635346312,-9.352036353463122
4738,9.305,18.826109004027213,-9.521109004027213
4739,9.665,18.828186139738175,-9.163186139738176
4740,9.387,18.830268120174146,-9.443268120174146
4741,9.29,18.832355340883606,-9.542355340883606
4742,9.403,18.8344482376837,-9.431448237683698
4743,9.473,18.836485084718312,-9.363485084718311
4744,9.308,18.838523844794448,-9.530523844794448
4745,9.434,18.840564642750437,-9.406564642750437
4746,9.504,18.8426076134236,-9.3386076134236
4747,9.422,18.844652902601517,-9.422652902601516
4748,9.529,18.846700668077535,-9.317700668077535
4749,9.582,18.8487510808233,-9.266751080823298
4750,9.327,18.85080432629303,-9.52380432629303
4751,9.39,18.852860605876124,-9.462860605876124
4752,9.522,18.854920138517127,-9.332920138517126
4753,9.587,18.8569831625248,-9.269983162524799
4754,9.46,18.85904993759505,-9.399049937595048
4755,9.438,18.861120747076228,-9.423120747076227
4756,9.584,18.863195900509414,-9.279195900509414
4757,9.692,18.865275736481195,-9.173275736481195
4758,9.467,18.86736062583216,-9.400360625832159
4759,9.413,18.86945097527088,-9.45645097527088
4760,9.564,18.87154723145094,-9.30754723145094
4761,9.501,18.87364988557756,-9.37264988557756
4762,9.609,18.875759478621006,-9.266759478621006
4763,9.523,18.87787660722635,-9.354876607226352
4764,9.565,18.880001930423894,-9.315001930423895
4765,9.395,18.882136177261682,-9.487136177261682
4766,9.644,18.88428015550209,-9.24028015550209
4767,9.795,18.886434761548387,-9.091434761548387
4768,9.552,18.888435106905625,-9.336435106905626
4769,9.637,18.890435450540387,-9.253435450540387
4770,9.449,18.893260969575646,-9.444260969575646
4771,9.626,18.895267773322793,-9.269267773322794
4772,9.446,18.897274846799508,-9.451274846799508
4773,9.409,18.899282203261116,-9.490282203261115
4774,9.581,18.90128985674079,-9.32028985674079
4775,9.521,18.903297822104385,-9.382297822104384
4776,9.684,18.906037522097595,-9.222037522097596
4777,9.503,18.90805188849866,-9.405051888498662
4778,9.508,18.910066857578965,-9.402066857578966
4779,9.405,18.912082459922424,-9.507082459922424
4780,9.726,18.914098727986513,-9.188098727986512
4781,9.668,18.91611569624021,-9.248115696240212
4782,9.473,18.918133401313874,-9.445133401313873
4783,9.694,18.920151882162063,-9.226151882162062
4784,9.574,18.92217118024075,-9.34817118024075
4785,9.51,18.924191339700222,-9.414191339700222
4786,9.93,18.92621240759533,-8.99621240759533
4787,9.606,18.928234434114824,-9.322234434114824
4788,9.621,18.930257472831755,-9.309257472831755
4789,9.702,18.93228158097714,-9.23028158097714
4790,9.575,18.934306819739323,-9.359306819739324
4791,9.446,18.93633325459179,-9.490333254591791
4792,9.782,18.93836095565248,-9.156360955652481
4793,9.628,18.940389998078047,-9.312389998078046
4794,9.833,18.942420462496898,-9.109420462496898
4795,9.668,18.944452435485324,-9.276452435485325
4796,9.49,18.946486010091604,-9.456486010091604
4797,9.905,18.94852128641353,-9.043521286413531
4798,9.292,18.9505583722355,-9.658558372235499
4799,9.7,18.952597383732122,-9.252597383732123
4800,9.599,18.954638446246253,-9.355638446246253
4801,9.648,18.95668169515023,-9.30868169515023
4802,9.632,18.95872727680045,-9.32672727680045
4803,9.683,18.960775349596688,-9.277775349596688
4804,9.593,18.962826085159104,-9.369826085159104
4805,9.634,18.964879669637714,-9.330879669637714
4806,9.772,18.966936305171114,-9.194936305171113
4807,9.909,18.968996211513655,-9.059996211513655
4808,9.778,18.971059627852974,-9.193059627852973
4809,9.549,18.973126814842956,-9.424126814842957
4810,9.623,18.975198056880952,-9.352198056880953
4811,9.628,18.97727366466215,-9.34927366466215
4812,9.776,18.979353978049197,-9.203353978049197
4813,9.608,18.981439369300737,-9.373439369300737
4814,9.765,18.983530246709407,-9.218530246709406
4815,9.927,18.985627058707575,-9.058627058707575
4816,9.631,18.987730298508463,-9.356730298508463
4817,9.775,18.989840509360988,-9.214840509360988
4818,9.838,18.991958290509505,-9.153958290509506
4819,9.718,18.99408430396443,-9.276084303964431
4820,9.869,18.996219282207633,-9.127219282207633
4821,9.834,18.998272800287413,-9.164272800287414
4822,9.766,19.000329991497402,-9.234329991497402
4823,9.781,19.00239117711715,-9.22139117711715
4824,9.543,19.004456712559847,-9.461456712559848
4825,9.678,19.006526991611892,-9.328526991611891
4826,9.938,19.008602451272132,-9.070602451272132
4827,10.003,19.010602708401507,-9.007602708401507
4828,9.743,19.01260296424844,-9.26960296424844
4829,9.565,19.01460321881933,-9.449603218819332
4830,9.583,19.016603472120547,-9.433603472120547
4831,9.858,19.018603724158414,-9.160603724158413
4832,9.723,19.02060397493924,-9.297603974939241
4833,9.559,19.02260422446929,-9.463604224469291
4834,9.901,19.024604472754806,-9.123604472754806
4835,9.862,19.02660471980199,-9.164604719801991
4836,9.748,19.02860496561702,-9.280604965617021
4837,9.843,19.030605210206044,-9.187605210206044
4838,9.786,19.032605453575176,-9.246605453575176
4839,9.637,19.0346056957305,-9.397605695730501
4840,9.956,19.036605936678068,-9.080605936678069
4841,10.022,19.038606176423905,-9.016606176423904
4842,9.948,19.040606414974004,-9.092606414974004
4843,10.028,19.04260665233433,-9.014606652334331
4844,9.591,19.04580714613174,-9.45480714613174
4845,9.668,19.047816782630814,-9.379816782630815
4846,9.727,19.04982681275986,-9.32282681275986
4847,9.689,19.0518372557929,-9.3628372557929
4848,9.706,19.053848132135375,-9.347848132135375
4849,9.397,19.055859463403955,-9.658859463403955
4850,9.781,19.057871272512916,-9.276871272512915
4851,9.742,19.059883583767714,-9.317883583767713
4852,9.528,19.061896422966445,-9.533896422966444
4853,9.835,19.06390981750994,-9.22890981750994
4854,9.981,19.065923796521325,-9.084923796521325
4855,10.061,19.067938390975996,-9.006938390975996
4856,9.864,19.069953633843,-9.205953633842999
4857,10.047,19.071969560238987,-9.024969560238986
4858,9.799,19.073986207595986,-9.274986207595987
4859,9.68,19.07600361584445,-9.39600361584445
4860,10.103,19.07802182761305,-8.97502182761305
4861,9.842,19.080040888447094,-9.238040888447093
4862,9.763,19.082060847047416,-9.319060847047416
4863,9.737,19.08408175553197,-9.347081755531969
4864,9.952,19.086103669722558,-9.134103669722558
4865,9.973,19.08812664945942,-9.115126649459418
4866,10.061,19.090150758946752,-9.029150758946752
4867,9.94,19.092176067132606,-9.152176067132606
4868,9.793,19.094202648126995,-9.301202648126996
4869,10.215,19.096230581662603,-8.881230581662603
4870,10.068,19.098259953602973,-9.030259953602974
4871,10.177,19.10029085650368,-8.92329085650368
4872,9.985,19.102323390232755,-9.117323390232755
4873,10.01,19.104357662657442,-9.094357662657442
4874,9.816,19.106393790405203,-9.290393790405203
4875,9.789,19.108431899708123,-9.319431899708123
4876,10.004,19.110472127340945,-9.106472127340945
4877,9.946,19.11251462166448,-9.166514621664481
4878,10.044,19.114559543787692,-9.070559543787692
4879,10.209,19.116607068863683,-8.907607068863683
4880,9.967,19.11865738753693,-9.15165738753693
4881,10.101,19.120710707561653,-9.019710707561652
4882,10.126,19.122767255614026,-8.996767255614026
4883,10.019,19.124827279324425,-9.105827279324425
4884,9.68,19.126891049559646,-9.446891049559646
4885,9.975,19.12895886298969,-9.153958862989692
4886,9.947,19.131031044978975,-9.184031044978976
4887,10.121,19.133107952847922,-9.012107952847922
4888,10.008,19.135189979558284,-9.127189979558285
4889,10.004,19.13727755788385,-9.133277557883849
4890,10.107,19.139371165138282,-9.032371165138283
4891,10.304,19.141471328543428,-8.837471328543428
4892,10.18,19.143578631335348,-8.963578631335348
4893,9.946,19.145693719721574,-9.199693719721575
4894,10.091,19.147817310822365,-9.056817310822366
4895,10.275,19.149817493839425,-8.874817493839425
4896,10.236,19.151817675943683,-8.915817675943682
4897,10.092,19.153817857139686,-9.061817857139685
4898,9.986,19.155818037431974,-9.169818037431973
4899,10.045,19.15781821682505,-9.11281821682505
4900,10.365,19.1598183953234,-8.794818395323398
4901,9.931,19.161818572931484,-9.230818572931485
4902,10.016,19.163818749653746,-9.147818749653746
4903,10.222,19.1658189254946,-8.943818925494602
4904,10.207,19.16781910045845,-8.960819100458448
4905,10.202,19.169819274549656,-8.967819274549656
4906,10.247,19.17181944777258,-8.924819447772581
4907,10.071,19.173819620131557,-9.102819620131557
4908,9.91,19.175819791630886,-9.265819791630886
4909,10.317,19.17781996227486,-8.86081996227486
4910,10.283,19.17982013206774,-8.89682013206774
4911,9.929,19.181820301013776,-9.252820301013776
4912,10.03,19.18382046911719,-9.153820469117191
4913,10.132,19.185820636382186,-9.053820636382186
4914,10.188,19.187820802812947,-8.999820802812946
4915,9.853,19.189820968413624,-9.336820968413624
4916,10.214,19.19182113318837,-8.97782113318837
4917,9.909,19.193821297141294,-9.284821297141294
4918,10.229,19.195821460276502,-8.966821460276503
4919,9.919,19.19782162259807,-9.27882162259807
4920,10.292,19.199821784110057,-8.907821784110057
4921,10.315,19.201821944816498,-8.886821944816498
4922,10.636,19.20382210472141,-8.567822104721412
4923,10.037,19.205822263828793,-9.168822263828792
4924,9.967,19.207822422142627,-9.240822422142626
4925,10.039,19.209822579666866,-9.170822579666867
4926,10.305,19.211822736405452,-8.906822736405452
4927,10.183,19.2138228923623,-9.030822892362298
4928,10.293,19.21582304754131,-8.92282304754131
4929,10.115,19.21782320194636,-9.102823201946359
4930,10.189,19.219823355581312,-9.030823355581312
4931,10.23,19.221823508450004,-8.991823508450004
4932,10.429,19.223823660556263,-8.794823660556263
4933,10.23,19.225823811903894,-8.995823811903893
4934,10.124,19.227823962496668,-9.103823962496667
4935,10.212,19.229824112338363,-9.017824112338364
4936,10.124,19.231824261432717,-9.107824261432716
4937,9.886,19.23382440978346,-9.34782440978346
4938,10.163,19.2358245573943,-9.072824557394298
4939,10.516,19.237824704268927,-8.721824704268927
4940,10.236,19.239824850411015,-9.003824850411014
4941,10.237,19.241824995824217,-9.004824995824217
4942,10.435,19.24382514051217,-8.808825140512168
4943,10.501,19.24582528447848,-8.744825284478482
4944,10.413,19.247825427726763,-8.834825427726763
4945,10.156,19.24982557026059,-9.09382557026059
4946,9.758,19.251825712083527,-9.493825712083527
4947,10.32,19.253825853199118,-8.933825853199117
4948,10.215,19.26264491984213,-9.047644919842131
4949,10.285,19.265428289548446,-8.980428289548446
4950,10.283,19.268225307412013,-8.985225307412014
4951,10.234,19.271038042282505,-9.037038042282505
4952,10.408,19.273769863755234,-8.865769863755235
4953,10.645,19.276399482243086,-8.631399482243086
4954,10.061,19.27902965074846,-9.21802965074846
4955,10.369,19.281673674338467,-8.912673674338468
4956,10.456,19.284275327993498,-8.828275327993499
4957,10.38,19.28681294283296,-8.906812942832959
4958,10.196,19.2893332723891,-9.093333272389101
4959,10.44,19.29187145760033,-8.85187145760033
4960,10.436,19.2944166285292,-8.858416628529199
4961,10.424,19.297015324477506,-8.873015324477507
4962,10.34,19.299636346505,-8.959636346505
4963,10.23,19.302220273358774,-9.072220273358774
4964,10.264,19.30478792448803,-9.04078792448803
4965,9.954,19.30734329315309,-9.353343293153088
4966,10.534,19.30987568063856,-8.775875680638558
4967,10.366,19.312378221581728,-8.946378221581728
4968,10.472,19.314824425095274,-8.842824425095275
4969,10.425,19.317317528698126,-8.892317528698126
4970,10.585,19.31977309407006,-8.73477309407006
4971,10.327,19.322238343314165,-8.995238343314165
4972,10.62,19.32469929274677,-8.704699292746772
4973,10.482,19.327101242903616,-8.845101242903617
4974,10.547,19.32950167045378,-8.78250167045378
4975,10.424,19.33184330104946,-8.90784330104946
4976,10.364,19.33425979380991,-8.970259793809909
4977,10.592,19.337218373880663,-8.745218373880663
4978,10.452,19.339859140718996,-8.887859140718996
4979,10.353,19.342486209721695,-8.989486209721695
4980,10.673,19.345102215909055,-8.672102215909055
4981,10.443,19.347670038753147,-8.904670038753148
4982,10.676,19.350288283765718,-8.674288283765717
4983,10.402,19.352890911100904,-8.950890911100904
4984,10.247,19.355466523927912,-9.108466523927913
4985,10.743,19.358050362674593,-8.615050362674593
4986,10.499,19.360654311924375,-8.861654311924374
4987,10.461,19.3632422100994,-8.9022422100994
4988,10.513,19.365731841082443,-8.852731841082443
4989,10.223,19.36827168828674,-9.145271688286739
4990,10.761,19.37078538037629,-8.609785380376291
4991,10.794,19.373297480870722,-8.579297480870721
4992,10.559,19.375823793238812,-8.816823793238813
4993,10.605,19.37908336440238,-8.77408336440238
4994,10.428,19.381900191930676,-8.953900191930675
4995,10.582,19.38474889437088,-8.802748894370879
4996,10.619,19.387625283701404,-8.768625283701404
4997,10.696,19.390583005027974,-8.694583005027974
4998,11.91,19.398925599831383,-7.488925599831383
4999,10.468,19.401218391354536,-8.933218391354536
5000,10.684,19.403485105672125,-8.719485105672126
5001,10.727,19.40575233598686,-8.67875233598686
5002,10.701,19.408006005841482,-8.707006005841482
5003,10.794,19.410329427290627,-8.616329427290626
5004,10.486,19.412660614089862,-8.926660614089862
5005,10.658,19.41495679823717,-8.756956798237171
5006,10.531,19.41721828653566,-8.88621828653566
5007,10.625,19.41946642884678,-8.794466428846778
5008,10.897,19.421727669370018,-8.524727669370018
5009,10.911,19.423982697952376,-8.512982697952376
5010,10.556,19.42619309409775,-8.870193094097752
5011,10.619,19.428399210680414,-8.809399210680414
5012,10.792,19.430595906033744,-8.638595906033744
5013,10.689,19.432759090086236,-8.743759090086236
5014,10.969,19.43499636388407,-8.465996363884072
5015,10.679,19.437189576173722,-8.758189576173722
5016,10.512,19.439380641385824,-8.927380641385824
5017,10.8,19.441536895362514,-8.641536895362513
5018,10.737,19.443636640505233,-8.706636640505232
5019,10.971,19.445738017021423,-8.474738017021423
5020,10.63,19.447768865950366,-8.817768865950365
5021,10.798,19.449801605983847,-8.651801605983847
5022,10.53,19.456258658134836,-8.926258658134836
5023,10.8,19.460264006224197,-8.660264006224196
5024,10.893,19.464235543385087,-8.571235543385086
5025,10.832,19.468153028426205,-8.636153028426204
5026,10.829,19.472058189595195,-8.643058189595195
5027,11.0,19.47601550149891,-8.47601550149891
5028,10.799,19.479941632394425,-8.680941632394426
5029,10.7,19.48386755673149,-8.78386755673149
5030,10.813,19.48785803068635,-8.67485803068635
5031,10.774,19.49173127119506,-8.717731271195062
5032,10.778,19.495611598297366,-8.717611598297365
5033,11.018,19.49950832726263,-8.481508327262631
5034,10.924,19.503350930179522,-8.579350930179523
5035,11.031,19.507239869360145,-8.476239869360144
5036,11.029,19.51113436524515,-8.482134365245152
5037,11.266,19.514989075499415,-8.248989075499415
5038,10.737,19.51882711832464,-8.78182711832464
5039,10.891,19.522576842686146,-8.631576842686146
5040,10.88,19.526255163822448,-8.646255163822447
5041,11.012,19.529931493078653,-8.517931493078652
5042,10.797,19.53355110311125,-8.73655110311125
5043,11.175,19.537204713519888,-8.362204713519887
5044,10.833,19.540774831503644,-8.707774831503643
5045,10.987,19.544288501025083,-8.557288501025083
5046,10.929,19.547791785086634,-8.618791785086634
5047,10.9,19.55129354270872,-8.65129354270872
5048,11.071,19.554767994985806,-8.483767994985806
5049,11.18,19.558215464919275,-8.378215464919275
5050,10.843,19.561574491706768,-8.718574491706768
5051,11.0,19.564867492169288,-8.564867492169288
5052,11.049,19.568107910666072,-8.519107910666072
5053,11.005,19.57134828718264,-8.56634828718264
5054,11.109,19.57457022761353,-8.465570227613531
5055,10.843,19.577801026597268,-8.734801026597268
5056,11.019,19.581055565264666,-8.562055565264666
5057,11.296,19.584305122932058,-8.288305122932059
5058,11.17,19.587519087442157,-8.417519087442157
5059,10.974,19.590789002527217,-8.616789002527216
5060,11.233,19.593997372241734,-8.360997372241734
5061,11.172,19.59718422885234,-8.425184228852338
5062,11.256,19.600356384913887,-8.344356384913887
5063,11.11,19.60354306960357,-8.493543069603572
5064,11.098,19.60672862906249,-8.50872862906249
5065,11.278,19.609889438507064,-8.331889438507064
5066,11.228,19.613040640220856,-8.385040640220856
5067,11.066,19.61622565522187,-8.55022565522187
5068,11.225,19.61950077108756,-8.394500771087559
5069,11.099,19.622771053777516,-8.523771053777516
5070,11.099,19.626066422655924,-8.527066422655924
5071,11.251,19.629400577282894,-8.378400577282894
5072,11.053,19.63277508858411,-8.57977508858411
5073,11.418,19.63585401009201,-8.217854010092012
5074,11.24,19.638894037993882,-8.398894037993882
5075,11.003,19.641946321292757,-8.638946321292757
5076,11.197,19.64588958070079,-8.44888958070079
5077,11.01,19.649236624959148,-8.639236624959148
5078,11.1,19.65255185634937,-8.55255185634937
5079,10.875,19.655829084304248,-8.780829084304248
5080,11.471,19.659034965751566,-8.188034965751566
5081,11.195,19.66216821114902,-8.46716821114902
5082,11.37,19.665278943188667,-8.295278943188668
5083,11.393,19.66838165217121,-8.275381652171209
5084,11.388,19.671468138717046,-8.283468138717046
5085,11.415,19.674515962481095,-8.259515962481096
5086,11.095,19.677564041871786,-8.582564041871786
5087,11.602,19.680587942441246,-8.078587942441246
5088,11.383,19.683575634613813,-8.300575634613814
5089,11.44,19.686551509753414,-8.246551509753415
5090,11.114,19.689495508236945,-8.575495508236944
5091,11.069,19.69237795320102,-8.62337795320102
5092,11.475,19.695187723962732,-8.220187723962733
5093,11.497,19.697986110115206,-8.200986110115206
5094,11.616,19.700728406632088,-8.084728406632088
5095,11.287,19.70347305698203,-8.41647305698203
5096,11.475,19.706144959254107,-8.231144959254108
5097,11.422,19.708840335628796,-8.286840335628796
5098,10.819,19.711540050195804,-8.892540050195803
5099,11.348,19.71429244412026,-8.36629244412026
5100,11.404,19.717049277492336,-8.313049277492336
5101,11.5,19.71978151286211,-8.21978151286211
5102,11.305,19.722433765461908,-8.417433765461908
5103,11.669,19.725065769451817,-8.056065769451816
5104,11.518,19.727641846857797,-8.209641846857796
5105,10.74,19.73024504220545,-8.99024504220545
5106,11.349,19.73285282518632,-8.38385282518632
5107,11.278,19.735386461693956,-8.457386461693956
5108,11.539,19.73786362323433,-8.19886362323433
5109,11.608,19.740371323048976,-8.132371323048975
5110,11.338,19.742885643956747,-8.404885643956748
5111,11.678,19.745443921920803,-8.067443921920802
5112,11.427,19.74802027301511,-8.321020273015112
5113,11.318,19.750577348799155,-8.432577348799155
5114,11.151,19.753145185110768,-8.602145185110768
5115,11.244,19.755727657621907,-8.511727657621908
5116,11.89,19.758321157503804,-7.868321157503804
5117,11.455,19.76089953921658,-8.30589953921658
5118,11.97,19.763455535107507,-7.7934555351075065
5119,11.594,19.766015463504598,-8.172015463504598
5120,11.368,19.768512752995616,-8.400512752995615
5121,11.569,19.771025381586092,-8.202025381586092
5122,11.251,19.773562855767747,-8.522562855767747
5123,11.725,19.77606071720046,-8.051060717200459
5124,11.167,19.77855435005033,-8.611554350050332
5125,11.624,19.78100022370015,-8.15700022370015
5126,11.541,19.783458915557013,-8.242458915557012
5127,11.572,19.78579668331365,-8.21379668331365
5128,11.578,19.78817957560766,-8.210179575607661
5129,11.484,19.790583035133345,-8.306583035133345
5130,11.481,19.79290122540746,-8.311901225407459
5131,11.548,19.79519621639462,-8.247196216394618
5132,11.392,19.79749655839816,-8.40549655839816
5133,11.636,19.799811189405755,-8.163811189405756
5134,11.361,19.802084879423994,-8.441084879423993
5135,11.574,19.804332061479727,-8.230332061479727
5136,11.82,19.806598680621526,-7.986598680621526
5137,11.63,19.808863537921287,-8.178863537921286
5138,11.615,19.811094906475933,-8.196094906475933
5139,11.55,19.81331750874261,-8.26331750874261
5140,11.493,19.815561208207416,-8.322561208207416
5141,11.622,19.817803156387576,-8.195803156387576
5142,11.572,19.820029295833855,-8.248029295833856
5143,11.524,19.822295979799872,-8.298295979799873
5144,11.78,19.824530923244915,-8.044530923244915
5145,11.587,19.826845663837112,-8.239845663837112
5146,11.684,19.829165784290137,-8.145165784290137
5147,11.773,19.83150744636697,-8.05850744636697
5148,11.904,19.833865331883963,-7.929865331883963
5149,11.907,19.836125021048666,-7.929125021048666
5150,11.699,19.838379427464748,-8.139379427464748
5151,11.711,19.84062679513739,-8.129626795137389
5152,11.972,19.84281463581253,-7.870814635812531
5153,11.778,19.84499033231678,-8.066990332316779
5154,11.673,19.84715738123125,-8.174157381231248
5155,11.643,19.84930199256616,-8.20630199256616
5156,11.637,19.851458707102974,-8.214458707102974
5157,11.869,19.853557080070715,-7.984557080070715
5158,11.7,19.855636761490054,-8.155636761490054
5159,11.797,19.857677593851868,-8.060677593851867
5160,11.837,19.859715092797103,-8.022715092797103
5161,11.83,19.861715796464743,-8.031715796464743
5162,11.823,19.863716535174813,-8.040716535174813
5163,11.74,19.865717311446502,-8.125717311446502
5164,11.644,19.867718128018442,-8.223718128018442
5165,11.824,19.8697189878713,-8.045718987871298
5166,11.925,19.871719894253072,-7.9467198942530715
5167,11.98,19.873720850707407,-7.893720850707407
5168,11.744,19.875721861105355,-8.131721861105355
5169,11.625,19.877722929681024,-8.252722929681024
5170,11.91,19.87972406107168,-7.96972406107168
5171,11.837,19.88172526036294,-8.044725260362942
5172,11.942,19.883726533139725,-7.941726533139725
5173,12.072,19.88572788554384,-7.813727885543841
5174,11.863,19.887729324339137,-8.024729324339138
5175,11.795,19.88973085698541,-8.094730856985409
5176,11.856,19.891732491722244,-8.035732491722245
5177,11.685,19.89373423766445,-8.20873423766445
5178,11.94,19.89573610491075,-7.95573610491075
5179,11.895,19.897738104667877,-8.002738104667877
5180,12.067,19.89973817583132,-7.83273817583132
5181,12.005,19.901738246639834,-7.896738246639833
5182,11.783,19.90373831709519,-8.12073831709519
5183,11.899,19.90573838719915,-8.006738387199151
5184,11.964,19.90773845695346,-7.94373845695346
5185,11.996,19.909738526359874,-7.913738526359873
5186,12.008,19.91173859542012,-7.903738595420119
5187,11.853,19.913738664135924,-8.060738664135924
5188,11.99,19.91573873250901,-7.925738732509009
5189,12.105,19.917738800541084,-7.812738800541084
5190,11.97,19.919738868233843,-7.949738868233842
5191,12.107,19.921738935588987,-7.814738935588988
5192,12.062,19.923739002608194,-7.861739002608195
5193,12.001,19.92573906929314,-7.924739069293141
5194,11.905,19.9277391356455,-8.0227391356455
5195,11.741,19.92973920166692,-8.18873920166692
5196,12.069,19.931739267359056,-7.862739267359055
5197,12.347,19.93373933272355,-7.5867393327235515
5198,12.009,19.935739397762042,-7.9267393977620415
5199,11.988,19.937739462476152,-7.949739462476153
5200,12.061,19.939739526867495,-7.878739526867495
5201,12.204,19.94173959093769,-7.737739590937689
5202,11.992,19.943739654688333,-7.951739654688332
5203,12.105,19.945739718121015,-7.840739718121014
